datetime,PRECTOTCORR,discharge_cfs
01-01-2003,0.54,3210
02-01-2003,0.26,3620
03-01-2003,0,3450
04-01-2003,0,2330
05-01-2003,0.04,1180
06-01-2003,0,932
07-01-2003,0,791
08-01-2003,0,705
09-01-2003,1.06,654
10-01-2003,0.86,649
11-01-2003,0,618
12-01-2003,0,566
13-01-2003,0,523
14-01-2003,0,498
15-01-2003,0.01,481
16-01-2003,0.48,466
17-01-2003,0,454
18-01-2003,0,440
19-01-2003,0,431
20-01-2003,0.04,422
21-01-2003,0.21,419
22-01-2003,0.16,420
23-01-2003,0,410
24-01-2003,0,393
25-01-2003,0,382
26-01-2003,0.03,377
27-01-2003,0,374
28-01-2003,1.63,370
29-01-2003,26.58,390
30-01-2003,3.17,2800
31-01-2003,0.08,3610
01-02-2003,0,3200
02-02-2003,0.05,2190
03-02-2003,1.79,1180
04-02-2003,0.31,856
05-02-2003,5.12,719
06-02-2003,26.7,1020
07-02-2003,0.24,2290
08-02-2003,0.94,2600
09-02-2003,9.36,2230
10-02-2003,0.45,1760
11-02-2003,0,1600
12-02-2003,0,1480
13-02-2003,0.1,1060
14-02-2003,1.46,842
15-02-2003,21.35,766
16-02-2003,11.5,3230
17-02-2003,0.05,4610
18-02-2003,0,4850
19-02-2003,0.42,3130
20-02-2003,16.59,1920
21-02-2003,61.69,5170
22-02-2003,15.48,13500
23-02-2003,0,23900
24-02-2003,0.57,29300
25-02-2003,2.02,17700
26-02-2003,18.12,5040
27-02-2003,0.73,3750
28-02-2003,0.2,3590
01-03-2003,0.33,3340
02-03-2003,0.09,2370
03-03-2003,1.53,1760
04-03-2003,0.88,1480
05-03-2003,12.06,1320
06-03-2003,9.97,1410
07-03-2003,7.92,2110
08-03-2003,0.24,2470
09-03-2003,1.3,1600
10-03-2003,0,1220
11-03-2003,0.21,1030
12-03-2003,4.58,904
13-03-2003,24.14,860
14-03-2003,3.12,1540
15-03-2003,0.22,3180
16-03-2003,5.97,3210
17-03-2003,6.05,2240
18-03-2003,2.79,1750
19-03-2003,5.89,2580
20-03-2003,0.02,3010
21-03-2003,0,2390
22-03-2003,0,1370
23-03-2003,0,938
24-03-2003,0,791
25-03-2003,0.03,698
26-03-2003,1.51,633
27-03-2003,0.09,593
28-03-2003,0.26,563
29-03-2003,2.81,532
30-03-2003,0.43,503
31-03-2003,0,477
01-04-2003,0,450
02-04-2003,0.01,431
03-04-2003,0.1,415
04-04-2003,0.42,408
05-04-2003,3.57,402
06-04-2003,49.01,401
07-04-2003,25.2,2830
08-04-2003,20.85,5330
09-04-2003,0.18,9400
10-04-2003,0.03,7860
11-04-2003,0.03,2380
12-04-2003,0.02,1440
13-04-2003,0,897
14-04-2003,0.05,722
15-04-2003,0,622
16-04-2003,0.01,552
17-04-2003,0.01,506
18-04-2003,0,463
19-04-2003,0.02,429
20-04-2003,0.07,403
21-04-2003,0.24,384
22-04-2003,0.01,367
23-04-2003,0.02,342
24-04-2003,44.2,439
25-04-2003,14.81,779
26-04-2003,0.01,2130
27-04-2003,0,2470
28-04-2003,0.02,1400
29-04-2003,0.01,613
30-04-2003,0.06,463
01-05-2003,0.22,394
02-05-2003,4.54,354
03-05-2003,4.58,328
04-05-2003,0.32,308
05-05-2003,0.05,303
06-05-2003,0.87,292
07-05-2003,4.91,272
08-05-2003,0.18,263
09-05-2003,0.03,255
10-05-2003,0.91,244
11-05-2003,3.75,235
12-05-2003,0,230
13-05-2003,0.67,223
14-05-2003,12.19,220
15-05-2003,4.67,1590
16-05-2003,2.42,592
17-05-2003,18.72,460
18-05-2003,6.59,635
19-05-2003,7.28,550
20-05-2003,13.19,617
21-05-2003,11.51,1050
22-05-2003,0.3,701
23-05-2003,0,603
24-05-2003,0.04,414
25-05-2003,8.4,331
26-05-2003,3.71,318
27-05-2003,0.65,334
28-05-2003,0.04,348
29-05-2003,0.02,302
30-05-2003,0,271
31-05-2003,0.08,250
01-06-2003,0.52,234
02-06-2003,8.95,224
03-06-2003,13.77,302
04-06-2003,0.05,395
05-06-2003,0.88,370
06-06-2003,18.05,415
07-06-2003,3.59,515
08-06-2003,0.07,429
09-06-2003,0.16,341
10-06-2003,2.08,282
11-06-2003,16.15,255
12-06-2003,19.75,285
13-06-2003,27.57,386
14-06-2003,14.72,720
15-06-2003,7.33,846
16-06-2003,3,1440
17-06-2003,10.83,1620
18-06-2003,1.43,1750
19-06-2003,15.72,1720
20-06-2003,2.95,2010
21-06-2003,2.66,1500
22-06-2003,0.46,1050
23-06-2003,0.03,549
24-06-2003,1.2,386
25-06-2003,0.76,323
26-06-2003,2.86,285
27-06-2003,25.95,265
28-06-2003,4.55,379
29-06-2003,23.02,792
30-06-2003,55.79,758
01-07-2003,14.29,1890
02-07-2003,3.4,3210
03-07-2003,5.57,3810
04-07-2003,11.87,4090
05-07-2003,15.5,4290
06-07-2003,2.94,3220
07-07-2003,5.48,2280
08-07-2003,2.07,1330
09-07-2003,1.19,802
10-07-2003,3.13,608
11-07-2003,9.19,593
12-07-2003,2.93,656
13-07-2003,12.78,683
14-07-2003,2.47,1180
15-07-2003,0.94,1050
16-07-2003,3.03,702
17-07-2003,9.44,488
18-07-2003,0.71,951
19-07-2003,3.98,991
20-07-2003,3.77,1030
21-07-2003,5.69,596
22-07-2003,18.17,447
23-07-2003,7.69,1890
24-07-2003,0.01,2170
25-07-2003,0.1,2180
26-07-2003,0.17,1300
27-07-2003,0.15,620
28-07-2003,1,398
29-07-2003,3.25,356
30-07-2003,6.76,364
31-07-2003,6.62,380
01-08-2003,1.83,435
02-08-2003,3.69,355
03-08-2003,15.01,379
04-08-2003,5.95,943
05-08-2003,2.96,1620
06-08-2003,16.41,1280
07-08-2003,5.48,1180
08-08-2003,0.08,2680
09-08-2003,0.67,3100
10-08-2003,0.07,1160
11-08-2003,0.91,600
12-08-2003,16.74,480
13-08-2003,13.4,1260
14-08-2003,0.76,1350
15-08-2003,0.21,1280
16-08-2003,5.45,671
17-08-2003,0.9,477
18-08-2003,2.26,408
19-08-2003,2.23,372
20-08-2003,2.94,367
21-08-2003,1.55,368
22-08-2003,0.11,389
23-08-2003,0.75,359
24-08-2003,0.23,301
25-08-2003,1.97,279
26-08-2003,3.38,260
27-08-2003,10.08,248
28-08-2003,6.21,240
29-08-2003,4.28,308
30-08-2003,8.4,316
31-08-2003,8.16,301
01-09-2003,2.68,309
02-09-2003,2.2,284
03-09-2003,2.51,263
04-09-2003,1.37,252
05-09-2003,0,238
06-09-2003,9.04,239
07-09-2003,0.21,243
08-09-2003,0.01,228
09-09-2003,1.12,221
10-09-2003,0.24,245
11-09-2003,0.05,213
12-09-2003,0.52,195
13-09-2003,10.75,190
14-09-2003,0.51,206
15-09-2003,0,217
16-09-2003,0,199
17-09-2003,0.02,188
18-09-2003,0.69,179
19-09-2003,0,172
20-09-2003,2.17,166
21-09-2003,20.91,167
22-09-2003,18.52,236
23-09-2003,0,263
24-09-2003,0.01,226
25-09-2003,1.23,208
26-09-2003,0.66,197
27-09-2003,2.99,192
28-09-2003,0,182
29-09-2003,0,170
30-09-2003,0,164
01-10-2003,0,156
02-10-2003,0.02,153
03-10-2003,0,152
04-10-2003,0,153
05-10-2003,0.14,153
06-10-2003,1.78,153
07-10-2003,3.84,156
08-10-2003,0.53,162
09-10-2003,1.99,169
10-10-2003,16.23,174
11-10-2003,0.74,180
12-10-2003,0.02,178
13-10-2003,0,215
14-10-2003,0.06,227
15-10-2003,0,197
16-10-2003,0,182
17-10-2003,0.18,173
18-10-2003,0.01,169
19-10-2003,0,166
20-10-2003,0,164
21-10-2003,0,161
22-10-2003,0,158
23-10-2003,0.01,158
24-10-2003,0.49,157
25-10-2003,9.18,155
26-10-2003,14.92,325
27-10-2003,0.39,294
28-10-2003,0,228
29-10-2003,0.01,209
30-10-2003,0,192
31-10-2003,0,181
01-11-2003,0,175
02-11-2003,0.37,172
03-11-2003,0,168
04-11-2003,1.66,166
05-11-2003,5.44,193
06-11-2003,0.05,220
07-11-2003,0,219
08-11-2003,0,199
09-11-2003,0,190
10-11-2003,0.11,189
11-11-2003,0.02,183
12-11-2003,0.06,176
13-11-2003,0.01,169
14-11-2003,0,164
15-11-2003,0.01,161
16-11-2003,1.58,163
17-11-2003,1,166
18-11-2003,31.68,206
19-11-2003,0.42,372
20-11-2003,0,359
21-11-2003,0,380
22-11-2003,0.17,319
23-11-2003,4.6,256
24-11-2003,4.96,248
25-11-2003,0,268
26-11-2003,9.79,258
27-11-2003,57.68,2580
28-11-2003,8.86,4290
29-11-2003,0.05,5010
30-11-2003,0,5120
01-12-2003,0,2100
02-12-2003,0,778
03-12-2003,1.97,556
04-12-2003,0.39,460
05-12-2003,0,403
06-12-2003,0,363
07-12-2003,0,335
08-12-2003,0.02,317
09-12-2003,7.89,307
10-12-2003,2.45,317
11-12-2003,0,332
12-12-2003,0.02,322
13-12-2003,13.02,440
14-12-2003,0.12,555
15-12-2003,0.01,437
16-12-2003,2.04,411
17-12-2003,0,390
18-12-2003,0,339
19-12-2003,0,306
20-12-2003,0,283
21-12-2003,0,268
22-12-2003,0.58,258
23-12-2003,14.09,273
24-12-2003,0,402
25-12-2003,0.01,458
26-12-2003,0,509
27-12-2003,0,404
28-12-2003,1.12,339
29-12-2003,30.9,629
30-12-2003,0,2590
31-12-2003,0.01,3380
01-01-2004,0,3150
02-01-2004,0.08,1950
03-01-2004,0.05,967
04-01-2004,2.23,769
05-01-2004,18.91,740
06-01-2004,0,1670
07-01-2004,0,3040
08-01-2004,15.55,2750
09-01-2004,5.2,1720
10-01-2004,0,2380
11-01-2004,0,2290
12-01-2004,0,1380
13-01-2004,0.01,936
14-01-2004,0.05,776
15-01-2004,0,689
16-01-2004,0,629
17-01-2004,17.96,596
18-01-2004,2.01,1180
19-01-2004,0.23,2430
20-01-2004,0.01,2220
21-01-2004,0,1260
22-01-2004,0,872
23-01-2004,0,722
24-01-2004,5.86,639
25-01-2004,23.5,1310
26-01-2004,0.2,3590
27-01-2004,0.17,4160
28-01-2004,0,3820
29-01-2004,0.26,2090
30-01-2004,2.67,1320
31-01-2004,0,916
01-02-2004,0.53,784
02-02-2004,0.65,702
03-02-2004,0,642
04-02-2004,0.54,593
05-02-2004,35.35,856
06-02-2004,45.02,13400
07-02-2004,0,23100
08-02-2004,0,29700
09-02-2004,0.08,18000
10-02-2004,4.9,5130
11-02-2004,39.52,3770
12-02-2004,8.39,11300
13-02-2004,2.5,8530
14-02-2004,12.63,7000
15-02-2004,1.24,5680
16-02-2004,0,4600
17-02-2004,0.01,3720
18-02-2004,0,2440
19-02-2004,0,1690
20-02-2004,0,1410
21-02-2004,0,1230
22-02-2004,0,1080
23-02-2004,40.51,1780
24-02-2004,8.16,4040
25-02-2004,29.69,6170
26-02-2004,0.63,7840
27-02-2004,0,6690
28-02-2004,0.01,5670
29-02-2004,0.09,3090
01-03-2004,3.38,1670
02-03-2004,2.16,1350
03-03-2004,0.19,1220
04-03-2004,0.8,1120
05-03-2004,8.47,1040
06-03-2004,17.51,2750
07-03-2004,0.18,4910
08-03-2004,0,6130
09-03-2004,0,4210
10-03-2004,0,2090
11-03-2004,0,1310
12-03-2004,0,954
13-03-2004,0,830
14-03-2004,1.19,752
15-03-2004,1.67,718
16-03-2004,3.37,723
17-03-2004,0.13,694
18-03-2004,0,646
19-03-2004,0,598
20-03-2004,0.01,562
21-03-2004,0.01,529
22-03-2004,0,492
23-03-2004,0,466
24-03-2004,0,450
25-03-2004,0,441
26-03-2004,0,432
27-03-2004,0,420
28-03-2004,0,407
29-03-2004,3.09,411
30-03-2004,0.1,555
31-03-2004,0,528
01-04-2004,0,428
02-04-2004,0,391
03-04-2004,0,370
04-04-2004,0,354
05-04-2004,0,341
06-04-2004,0,333
07-04-2004,5.48,326
08-04-2004,1.63,360
09-04-2004,0,345
10-04-2004,2.36,321
11-04-2004,11.52,312
12-04-2004,6.42,332
13-04-2004,0.59,386
14-04-2004,0,441
15-04-2004,0.01,404
16-04-2004,0,358
17-04-2004,0,322
18-04-2004,0,297
19-04-2004,0,280
20-04-2004,0,267
21-04-2004,0.06,259
22-04-2004,0,251
23-04-2004,0,244
24-04-2004,0.49,237
25-04-2004,45.61,469
26-04-2004,0.67,2020
27-04-2004,0,2640
28-04-2004,0,2700
29-04-2004,9.86,1680
30-04-2004,1.36,1000
01-05-2004,25.25,570
02-05-2004,1.34,1300
03-05-2004,0.11,1380
04-05-2004,0,1150
05-05-2004,0,652
06-05-2004,0,475
07-05-2004,0,390
08-05-2004,0,341
09-05-2004,0.14,308
10-05-2004,0.08,285
11-05-2004,2.26,276
12-05-2004,31.1,339
13-05-2004,3.18,496
14-05-2004,9.09,550
15-05-2004,6.88,588
16-05-2004,1.44,562
17-05-2004,10.94,717
18-05-2004,9.33,703
19-05-2004,1.42,730
20-05-2004,0,706
21-05-2004,0.7,662
22-05-2004,0,484
23-05-2004,0.2,340
24-05-2004,0,280
25-05-2004,0,262
26-05-2004,0,242
27-05-2004,0,228
28-05-2004,4.09,222
29-05-2004,1.42,227
30-05-2004,14.38,220
31-05-2004,29.99,358
01-06-2004,28.1,2090
02-06-2004,10.01,3600
03-06-2004,3.33,2700
04-06-2004,0,1920
05-06-2004,0.02,1330
06-06-2004,11.7,693
07-06-2004,0.6,745
08-06-2004,0.59,915
09-06-2004,1.38,947
10-06-2004,0,581
11-06-2004,0.04,433
12-06-2004,0.45,366
13-06-2004,10.93,327
14-06-2004,15.86,312
15-06-2004,4.68,440
16-06-2004,8.24,545
17-06-2004,0.5,494
18-06-2004,4.69,458
19-06-2004,3.72,421
20-06-2004,0.89,369
21-06-2004,9.14,328
22-06-2004,10.39,288
23-06-2004,6.62,280
24-06-2004,24.48,306
25-06-2004,12.88,357
26-06-2004,9.23,396
27-06-2004,13.74,612
28-06-2004,12.37,1220
29-06-2004,14.16,1120
30-06-2004,12.82,1280
01-07-2004,16.87,1710
02-07-2004,12.82,4580
03-07-2004,2.82,6270
04-07-2004,0.29,6070
05-07-2004,1.07,4360
06-07-2004,2.36,3020
07-07-2004,1.81,1650
08-07-2004,12.98,783
09-07-2004,4.27,877
10-07-2004,0.15,1620
11-07-2004,0.02,2120
12-07-2004,0.17,1650
13-07-2004,0.03,812
14-07-2004,0.02,526
15-07-2004,1.55,428
16-07-2004,17.53,405
17-07-2004,5.81,512
18-07-2004,0.03,635
19-07-2004,0,551
20-07-2004,0,430
21-07-2004,0,356
22-07-2004,0.12,314
23-07-2004,3.34,291
24-07-2004,0.12,286
25-07-2004,6,258
26-07-2004,15.69,259
27-07-2004,0.63,321
28-07-2004,0,357
29-07-2004,0.01,342
30-07-2004,1.35,272
31-07-2004,8.93,242
01-08-2004,0.7,379
02-08-2004,0.15,629
03-08-2004,0,454
04-08-2004,0,284
05-08-2004,2.02,238
06-08-2004,0.03,223
07-08-2004,0,211
08-08-2004,0.17,196
09-08-2004,10.47,184
10-08-2004,12.59,309
11-08-2004,4.05,321
12-08-2004,1.06,270
13-08-2004,0,230
14-08-2004,0,195
15-08-2004,0,176
16-08-2004,0,163
17-08-2004,0,155
18-08-2004,0,150
19-08-2004,0.63,146
20-08-2004,17.97,151
21-08-2004,7.77,175
22-08-2004,8.58,299
23-08-2004,16.24,437
24-08-2004,1.95,385
25-08-2004,0.61,256
26-08-2004,0.24,259
27-08-2004,0.99,251
28-08-2004,21.43,227
29-08-2004,0.16,241
30-08-2004,2.87,204
31-08-2004,0.18,185
01-09-2004,0,171
02-09-2004,1.33,161
03-09-2004,14.6,156
04-09-2004,1.36,156
05-09-2004,0.01,156
06-09-2004,0,168
07-09-2004,0.03,222
08-09-2004,0,173
09-09-2004,0,151
10-09-2004,0,141
11-09-2004,0,135
12-09-2004,3.13,131
13-09-2004,1.07,129
14-09-2004,0.02,126
15-09-2004,7.31,134
16-09-2004,31.44,150
17-09-2004,0,162
18-09-2004,0,154
19-09-2004,0,133
20-09-2004,0,122
21-09-2004,0,122
22-09-2004,0,121
23-09-2004,0.05,118
24-09-2004,0,116
25-09-2004,0.01,113
26-09-2004,0,111
27-09-2004,0,110
28-09-2004,0,108
29-09-2004,0,106
30-09-2004,0,105
01-10-2004,0,104
02-10-2004,0.83,103
03-10-2004,0.03,103
04-10-2004,0.89,103
05-10-2004,1.8,104
06-10-2004,0.02,105
07-10-2004,0,104
08-10-2004,2.69,106
09-10-2004,6.56,114
10-10-2004,45.58,156
11-10-2004,4.56,257
12-10-2004,0.13,253
13-10-2004,0,220
14-10-2004,0.09,232
15-10-2004,0,192
16-10-2004,0,161
17-10-2004,0,143
18-10-2004,0.73,132
19-10-2004,11.77,125
20-10-2004,0.61,121
21-10-2004,1.92,119
22-10-2004,0.29,120
23-10-2004,14.56,121
24-10-2004,4.11,121
25-10-2004,2.84,126
26-10-2004,0.06,137
27-10-2004,0,133
28-10-2004,0.01,125
29-10-2004,0,120
30-10-2004,0.01,117
31-10-2004,0.7,115
01-11-2004,1.61,114
02-11-2004,33.09,116
03-11-2004,36.51,408
04-11-2004,0.58,648
05-11-2004,0,632
06-11-2004,0,576
07-11-2004,0,347
08-11-2004,0,257
09-11-2004,0,217
10-11-2004,7.81,195
11-11-2004,15.71,201
12-11-2004,0.37,218
13-11-2004,0.02,224
14-11-2004,0,287
15-11-2004,0,317
16-11-2004,0,248
17-11-2004,0,215
18-11-2004,1.46,197
19-11-2004,1.06,192
20-11-2004,14.61,216
21-11-2004,11.31,270
22-11-2004,8.8,352
23-11-2004,20.21,802
24-11-2004,15.77,1100
25-11-2004,0.03,2040
26-11-2004,0.02,2260
27-11-2004,28.84,2020
28-11-2004,0,2370
29-11-2004,0.5,2650
30-11-2004,19.04,2220
01-12-2004,0.01,1880
02-12-2004,0,2160
03-12-2004,0,1920
04-12-2004,0.01,1060
05-12-2004,20.57,722
06-12-2004,6.77,1330
07-12-2004,17.57,2830
08-12-2004,1.8,3890
09-12-2004,36.44,6450
10-12-2004,0.16,7190
11-12-2004,0,6070
12-12-2004,0,4750
13-12-2004,0,2400
14-12-2004,0,1720
15-12-2004,0,974
16-12-2004,0,709
17-12-2004,0,610
18-12-2004,0,552
19-12-2004,0,507
20-12-2004,0,467
21-12-2004,0.1,434
22-12-2004,22.15,461
23-12-2004,0.23,870
24-12-2004,0,727
25-12-2004,0,654
26-12-2004,0,575
27-12-2004,0,487
28-12-2004,0,437
29-12-2004,0,407
30-12-2004,0,385
31-12-2004,0.04,369
01-01-2005,0.45,357
02-01-2005,0.15,345
03-01-2005,0.01,333
04-01-2005,0,323
05-01-2005,0.82,310
06-01-2005,3.58,309
07-01-2005,16.47,319
08-01-2005,7.57,1290
09-01-2005,0,2500
10-01-2005,0.01,2450
11-01-2005,0.61,1690
12-01-2005,2.6,877
13-01-2005,33.09,1090
14-01-2005,0.04,3350
15-01-2005,0,4050
16-01-2005,0,4030
17-01-2005,0,2270
18-01-2005,0,1490
19-01-2005,0,843
20-01-2005,0,664
21-01-2005,0,588
22-01-2005,0.01,542
23-01-2005,0,499
24-01-2005,0,460
25-01-2005,0,431
26-01-2005,0,416
27-01-2005,0.06,398
28-01-2005,9.64,386
29-01-2005,5.57,561
30-01-2005,0.6,737
31-01-2005,14.39,1190
01-02-2005,54.05,4090
02-02-2005,14.55,9030
03-02-2005,0.59,9000
04-02-2005,0,7000
05-02-2005,0,4600
06-02-2005,0,2700
07-02-2005,7.99,1600
08-02-2005,14.14,1800
09-02-2005,27.65,5600
10-02-2005,0,5820
11-02-2005,0,4630
12-02-2005,0.03,3250
13-02-2005,19.65,2090
14-02-2005,1.22,3200
15-02-2005,0.11,4210
16-02-2005,0.13,4010
17-02-2005,0,2770
18-02-2005,0,1910
19-02-2005,0.01,1250
20-02-2005,4.25,975
21-02-2005,0.82,926
22-02-2005,0.19,992
23-02-2005,12.11,927
24-02-2005,2.63,1190
25-02-2005,0.02,1390
26-02-2005,0,1270
27-02-2005,6.82,969
28-02-2005,0.33,815
01-03-2005,0,717
02-03-2005,0.59,642
03-03-2005,2.82,592
04-03-2005,0.01,561
05-03-2005,0,533
06-03-2005,0,502
07-03-2005,18.14,511
08-03-2005,0.3,858
09-03-2005,0.23,1740
10-03-2005,0.04,1830
11-03-2005,0.28,1030
12-03-2005,0,734
13-03-2005,3.58,625
14-03-2005,2.08,613
15-03-2005,13.11,956
16-03-2005,6.54,1960
17-03-2005,0.02,1950
18-03-2005,0,1860
19-03-2005,1.7,1250
20-03-2005,11.61,1000
21-03-2005,3.43,1440
22-03-2005,14.96,2060
23-03-2005,0,2650
24-03-2005,0,2450
25-03-2005,0,1770
26-03-2005,21.93,1120
27-03-2005,1.64,2240
28-03-2005,1.83,3970
29-03-2005,0,3960
30-03-2005,14.63,2780
31-03-2005,40.85,5930
01-04-2005,31.01,6800
02-04-2005,0,7030
03-04-2005,0.01,6660
04-04-2005,0,3950
05-04-2005,0.31,1990
06-04-2005,45.84,1720
07-04-2005,3.68,6970
08-04-2005,0.09,7370
09-04-2005,0,8950
10-04-2005,0.02,5110
11-04-2005,33.23,2870
12-04-2005,7.32,4440
13-04-2005,0,3990
14-04-2005,0.01,3530
15-04-2005,0,2250
16-04-2005,0,1220
17-04-2005,0,961
18-04-2005,0,822
19-04-2005,0.01,731
20-04-2005,0.02,667
21-04-2005,0.46,620
22-04-2005,6.86,582
23-04-2005,0,915
24-04-2005,0,782
25-04-2005,4.87,650
26-04-2005,11.78,641
27-04-2005,0,996
28-04-2005,0.13,994
29-04-2005,6.6,826
30-04-2005,19.88,1840
01-05-2005,0,1520
02-05-2005,0,763
03-05-2005,0,589
04-05-2005,0,515
05-05-2005,0,473
06-05-2005,0,436
07-05-2005,0,412
08-05-2005,0,393
09-05-2005,1.66,376
10-05-2005,0.04,370
11-05-2005,0,361
12-05-2005,0.04,344
13-05-2005,0.42,327
14-05-2005,5.36,315
15-05-2005,3.98,316
16-05-2005,0,346
17-05-2005,0,325
18-05-2005,0.01,297
19-05-2005,0,280
20-05-2005,11.74,270
21-05-2005,0,299
22-05-2005,0,311
23-05-2005,0,288
24-05-2005,1.99,258
25-05-2005,0.02,244
26-05-2005,0.04,232
27-05-2005,0,226
28-05-2005,3.19,216
29-05-2005,27.84,227
30-05-2005,7.38,374
31-05-2005,15.73,399
01-06-2005,7.9,392
02-06-2005,0.4,360
03-06-2005,2.36,306
04-06-2005,0.14,269
05-06-2005,4.87,244
06-06-2005,8.14,423
07-06-2005,0.93,471
08-06-2005,1.67,770
09-06-2005,2.46,666
10-06-2005,4.93,445
11-06-2005,40.5,424
12-06-2005,2.81,424
13-06-2005,3.13,481
14-06-2005,0.69,525
15-06-2005,0.03,350
16-06-2005,0,273
17-06-2005,8.65,239
18-06-2005,0.42,232
19-06-2005,0,225
20-06-2005,0.01,205
21-06-2005,0.04,194
22-06-2005,0.01,186
23-06-2005,0,179
24-06-2005,0.05,173
